Language	Value	Reference
Arabic (Iraqi)	 SV	Erwin 1963: passim 
Arabic (Kuwaiti)	 SV	
Arabic (Modern Standard)	 VS	Cowan 1958: 57 
Arabic (Moroccan)	 VS	Harrell 1962: 160 
Arabic (Syrian)	 No dominant order	Cowell 1964: 380, 407, 411 
Araona	 SV	Pitman 1980: passim
Arapesh (Abu)	 SV	Nekitel 1985: 94
Arapesh (Mountain)	 SV	Conrad and Wogiga 1991: 80
Arbore	 SV	Hayward 1984: 110
Archi	 SV	Kibrik et al. 1977: (III) 197
Aribwatsa	 SV	Holzknecht 1997a: 162
Armenian (Eastern)	 SV	Stevick 1955: 31
Armenian (Western)	 SV	Gulian 1965: 103
Arop-Lokep	 SV	D'Jernes 2002: 264
Arosi	 SV	Capell 1971: 16
Arrernte (Mparntwe)	 SV	Wilkins 1989: 432
Asmat	 SV	Voorhoeve 1965: passim
Assamese	 SV	Goswami and Tamuli 2003: 431
Asuriní	 VS	Harrison 1970: 6, 161
Atacameño	 SV	Adelaar 2004: 380 
Atakapa	 SV	Gatschet and Swanton 1932: passim
Atayal	 VS	Rau 1992: 135-136; Egerod 1965: passim
Athpare	 SV	Ebert 1997b: 107
Au	 SV	Scorza 1985: 247
Avar	 SV	Bokarev 1949b: passim
Avikam	 SV	Schang 1995: 41-42
Avokaya	 SV	Kilpatrick 1981: 98
Awa	 SV	McKaughan 1973: passim
Awa Pit	 SV	Curnow 1997: 50
Awtuw	 SV	Feldman 1986: 87, passim
Awyi	 SV	Voorhoeve 1971: 65
Ayiwo	 SV	Wurm et al. 1985: passim
Aymara (Central)	 SV	Ebbing 1965: 9, passim; Wexler 1967: 61
Ayomán	 SV	Adelaar 2004: 129 
Ayoreo	 SV	Adelaar 2004: 497 
Azari (Iranian)	 SV	Dehghani 2000: 136
Azerbaijani	 SV	Householder and Lofti 1965: 25
Babole	 SV	Leitch 1994: passim
Babungo	 SV	Schaub 1985: 62
Bachamal	 No dominant order	Ford 1990: passim
Badimaya	 SV	Dunn 1988: 105
Bafut	 SV	Chumbow and Tamanji 1994: 211
Baga Sitemu	 SV	Ganong 1998: 5
Bagirmi	 SV	Stevenson 1969: 83, 86-87, 98
Bagiro	 SV	Boyeldieu 2000: 205
Baham	 SV	Flassy et al. 1984: 79
Bai	 SV	Xu and Zhao 1984: 76
Bajau (Sama)	 No dominant order	Verheijen 1986: passim
Bajau (West Coast)	 No dominant order	Miller 2007: 157, 194 
Baka (in Cameroon)	 SV	Kilian-Hatz 1995: 26
Baka (in South Sudan)	 SV	Santandrea 1976: passim
Bakueri	 SV	Kagaya 1992: 31
Balanta	 SV	Fudemann 1999: passim
Bali-Vitu	 SV	Ross 2002c: 380
Balti	 SV	Read 1934: 69-70
Bambara	 SV	Bird et al. 1977: 151
Bandjalang	 SV	Crowley 1978: 106
Banggi	 SV	Boutin 1988: 22
Bangime	 SV	Blench 2005: 11
Bankon	 SV	Spellenberg 1969: 82
Banoni	 SV	Lincoln 1976: 68, 118
Bao'an	 SV	Wu 2003: 343
Baoulé	 SV	Carteron 1972: 95
Baragaunle	 SV	Kretschmar 1995: 193
Barai	 SV	Olson 1975: passim
Barambu	 No dominant order	Tucker and Bryan 1966: 156
Barasano	 No dominant order	Jones and Jones 1991: passim; Garcia and Sanchez 1975: 102, 122
Baré	 No dominant order	Aikhenvald 1996: 44
Bari	 SV	Mitterrutzner 1867: 71 ; Spagnolo 1933: 55, passim 106
Barupu	 SV	Corris 2005: 108
Baruya	 SV	Lloyd 1992: passim
Basaá	 SV	Hyman 2003: 277; Schürle 1912: passim
Basari	 SV	Ferry 1981: 59
Bashkir	 SV	Poppe 1964: 94
Basque	 SV	Rebuschi 1984: 68; Saltarelli et al. 1988: 66; Lafitte 1962: 46; Urbina 1989: 81
Batak (Karo)	 No dominant order	Woollams 1996: 176
Batak (Toba)	 VS	Percival 1981: 80
Baure	 VS	Baptista and Wallin 1967: 11, 30, 33
Bauzi	 SV	Briley 1997: 1
Bawm	 SV	Reichle 1981: 27
Beja	 SV	Hudson 1974: 115; Reinisch 1893: 65
Belhare	 SV	Bickel 2003: 561
Bella Coola	 VS	Davis and Saunders 1978: 38; Nater 1984: 52
Belorussian	 No dominant order	Mayo 1993: 924
Bengali	 SV	Dasgupta 2003: 375
Bera	 SV	Meinhof 1938/39: 285
Berber (Chaouia)	 No dominant order	Penchoen 1973a: 8
Berber (Figuig)	 VS	Kossmann 1997: 300
Berber (Middle Atlas)	 VS	Abdel-Massih 1971: 122, 295
Berber (Rif)	 SV	Kossmann 2000: passim 
Beria	 SV	Crass and Jakobi 2004: 154
Berta	 SV	Tucker and Bryan 1966: 351; Triulzi et al. 1976a: 526
Betoi	 SV	
Betta Kurumba	 SV	Coelho 2003: 141
Bhojpuri	 SV	Shukla 1981: 65-66
Bhumij	 SV	Ramaswami 1992: 132
Biak	 SV	van den Heuvel 2006: 283
Bidiya	 SV	Alio 1986: 341, passim
Bikol	 VS	Mintz 1971a: 88
Bilin	 No dominant order	Reinisch 1882: 93
Biloxi	 SV	Einaudi 1976: 125
Bilua	 No dominant order	Obata 2003
Bimoba	 SV	Jacobs 1970: 80, passim
Binandere	 SV	Wilson 1996: 12
Bini	 SV	Dunn 1968: 224
Bininj Gun-Wok	 SV	Evans 2004
Biri	 SV	Terrill 1998: 48
Birom	 SV	Bouquiaux 1970: 340-341, 346, 348, 352
Bisu	 SV	Nishida 1973: 67
Blackfoot	 No dominant order	
Boazi (Kuni)	 SV	Boelaars 1950: 56
Bobangi	 SV	Whitehead 1899: 57
Bodo	 SV	Bhattacharya 1977: 244
Bokar	 SV	Megu 1990: 4-5
Boko	 SV	
Bolia	 SV	Mamet 1960: passim
Bongo	 SV	Santandrea 1963: 60
Bongu	 SV	Hanke 1909: 82
Bontok	 No dominant order	Seidenadel 1909: 68
Brao	 SV	Keller 1976: 12
Breton	 VS	Press 1986: 187; Timm 1991: 281-282
Bribri	 SV	Margery Peña 1982: passim
Brokskat	 SV	Ramaswami 1982: 85
Bubi	 SV	Abad 1928: 87
Budu	 SV	Asangama 1983: passim
Buduma	 SV	Lukas and Nachtigal 1939: 74
Bugis	 SV	Sirk 1983: 81
Bularnu	 SV	Breen 1980: 87
Bulgarian	 No dominant order	Dyer 1992: 149 
Buli (in Ghana)	 SV	
Buma	 SV	Tryon 2002: 582
Bunan	 SV	Sharma 1989b: 256
Bunuba	 SV	Rumsey 2000: passim
Bunu (Younuo)	 SV	Mao and Tsu-yao 1972: 250-251
Burarra	 SV	Glasgow and Garner 1980: 45
Buriat	 SV	Poppe 1960: 115
Burmese	 SV	Okell 1969: 123
Buru	 SV	Grimes 1991: 341
Burunge	 SV	Kiessling 1994: 205, 206
Burushaski	 SV	Tiffou and Pesot 1989: 70; Berger 1974: 54 ; Lorimer 1935: 402
Busa	 SV	Wedekind 1972: 26
Bushoong	 SV	Edmiston 1932: 185
Bwele	 SV	Twilingiyimana 1984: passim
Byansi	 SV	Trivedi 1991: passim
Cahuilla	 SV	Seiler 1977: 228
Cakchiquel	 VS	García Matzar and Rodríguez Guaján 1997: 333
Camling	 SV	Ebert 1997a: 52
Campa (Axininca)	 No dominant order	Payne 1981: passim
Camsá	 SV	Fabre 2002: 176
Candoshi	 SV	Anderson and Wise 1963: 75
Canela	 SV	Popjes and Popjes 1986: 129, 136
Cantonese	 SV	Matthews and Yip 1994: 69 
Carib	 SV	Hoff 1968: passim
Carib (De'kwana)	 SV	Hall 1988: passim
Cashibo	 SV	Abreu 1914: 30
Catalan	 No dominant order	Hualde 1992: 96
Catawba	 SV	Voorhis 2003: 259
Cavineña	 No dominant order	Guillaume 2004: passim 
Cayapa	 SV	Abrahamson 1962: 223
Cayuvava	 VS	Key 1967: 50-51, 38-40
Cebuano	 VS	Wolff 1966: passim
Cèmuhî	 VS	Lynch 2002c: 761
Chácobo	 No dominant order	Prost 1967: passim
Chaga	 SV	Raum 1909: 222
Chaha	 SV	Leslau 1950: 31
Chai	 SV	Last and Lucassen 1998: 409
Chambri	 SV	Laycock and Z'graggen 1975: 757
Cham (Eastern)	 SV	Aymonier 1889: 74
Chamorro	 VS	Topping 1973: 230-231, 238 
Cham (Western)	 SV	Baumgartner 1998: 1
Chang	 SV	Hutton 1987: 48
Chantyal	 SV	Noonan 2003b: 329
Chatino (Sierra Occidental)	 VS	Pride 1965: 73, 75
Chatino (Yaitepec)	 VS	Rasch 2002: 143
Chaudangsi	 SV	Sharma 1989a: 188
Chechen	 SV	Desheriev 1967: 206, 200; Nichols 1994a: 54, 58
Chemehuevi	 SV	Press 1979: 120
Chepang	 SV	Caughley 1982: 39
Cherokee	 No dominant order	Scancarelli 1987: 187-188
Chichewa	 SV	Mchombo 2004: 19 
Chimariko	 SV	Dixon 1910: 335
Chinantec (Comaltepec)	 VS	Anderson 1989: 36
Chinantec (Lealao)	 VS	Rupp 1989: 38-39
Chinantec (Palantla)	 VS	Merrifield 1968: 45
Chinantec (Quiotepec)	 VS	Robbins 1968: 114
Chin (Mara)	 SV	Lorrain 1951: passim
Chinook (Lower)	 VS	Boas 1911b: 647
Chin (Siyin)	 SV	Naylor 1925: passim
Chin (Tiddim)	 SV	Henderson 1965: 32, passim
Chipaya	 SV	Cerron Palomino 2006: 219
Chipewyan	 SV	Richardson 1968: 3
Chitimacha	 SV	Swadesh 1946b: 332
Choctaw	 SV	Broadwell 1986: 1; Davies 1981c: 15
Cholón	 SV	Alexander Bakkerus 2005: 147
Chontal (Huamelultec Oaxaca)	 VS	Waterhouse 1949: 303; Waterhouse 1962: 18; Waterhouse 1967: 359
Chontal Maya	 VS	Knowles 1984: 310, 314
Chrau	 SV	Thomas 1971: 68-69, 78
Chuj	 VS	Buenrostro 1991: 34
Chukchi	 SV	Dunn 1999: 81
Chumash (Barbareño)	 VS	Beeler 1976: 267-268
Chuvash	 SV	Krueger 1961: 140, 182
Coahuilteco	 SV	Troike 1967: 324
Cocama	 SV	Faust 1972: 46
Coeur d'Alene	 VS	Doak 1997: 50
Comanche	 SV	Wistrand-Robinson and Armagost 1990: 249; Charney 1993: 193?; Canonge 1958: passim
Comox	 VS	Hagège 1981: 55
Coos (Hanis)	 VS	Frachtenberg 1913: passim
Coptic	 SV	Lambdin 1983: 21-22, 123 
Cora	 VS	Casad 1984: 168, 172
Cornish	 SV	Jenner 1904: 158
Cree (Plains)	 No dominant order	Hive 1948: passim
Cree (Swampy)	 No dominant order	
Crow	 SV	Lowie 1941: 5
Cua	 SV	Burton 1969: 5, 8
Cubeo	 VS	Morse and Maxwell 1999a: 141
Cuiba	 SV	Berg and Kerr 1973: 11, 12
Cuica	 SV	Adelaar 2004: 127 
Cupeño	 SV	Hill 2005: 429
Czech	 SV	Harkins 1953: 35, 272
Dadjriwalé	 SV	Gode 2008: 228
Daga	 SV	Murane 1974: 133
Dagaare	 SV	Bodomo 1997: 41
Dagbani	 SV	Olawsky 1999: 37
Dagur	 SV	Martin 1961: passim
Damana	 SV	Trillos Amaya 1999a: 130-134
Dan	 SV	Doneux 1968: 77-79
Dani (Lower Grand Valley)	 SV	Bromley 1981: 96, 321, 323
Danish	 SV	Allan et al. 1995: 481, 484 ; Bredsdorff 1958: 165, 168
Dargwa	 SV	Isaev 2004: A
Darma	 SV	Sharma 1989a: 95
Dâw	 SV	Martins 1994: 40, 191
Day	 SV	Nougayrol 1979: 118
Degema	 SV	Kari 1997: 59
Desano	 SV	Miller 1999: 2, 123
Deuri	 SV	Goswami 1994: passim
Dhaasanac	 SV	Tosco 2001: 259
Dhargari	 No dominant order	Klokeid 1969: 13
Dharumbal	 SV	Terrill 2002: 47
Dhimal	 SV	Cooper 1999: 30
Didinga	 VS	Tucker and Bryan 1966: 389
Diegueño (Mesa Grande)	 SV	Langdon 1970: 174; Gorbet 1976: 7
Digaro	 SV	Sastry 1984: 169, 174
Dimasa	 SV	Dundas 1908: passim
Dime	 SV	Fleming 1990: 572
Dinka	 SV	Nebel 1948: 9, 25, 42, 75, 82; Andersen 1991; Tucker and Bryan 1966: 437
Diola-Fogny	 SV	Sapir 1965: 25, 45, 100 
Diyari	 SV	Austin 1981: 148
Djabugay	 SV	Patz 1991: 291
Djambarrpuyngu	 No dominant order	Buchanan 1978: passim; Wilkinson 1991: 606
Djapu	 SV	Morphy 1983: 81-82
Djaru	 SV	Tsunoda 1981: 211, passim
Djingili	 SV	Chadwick 1975: 85
Dla (Menggwa)	 SV	de Sousa 2006: passim
Dla (Proper)	 SV	Voorhoeve 1971: passim 77
Domaaki	 SV	Lorimer 1939: passim
Domari	 VS	Macalister 1914: passim
Dongo	 SV	Tucker and Bryan 1966: 131
Dong (Southern)	 No dominant order	Long and Zheng 1998: 129, 158, passim
Donno So	 SV	Kervran and Prost 1969: 51, 105-106
Doyayo	 SV	Wiering and Wiering 1994: passim
Drehu	 No dominant order	Moyse-Faurie 1983: 143-148
Duala	 SV	Ittmann 1978: 240
Duka	 SV	Bendor-Samuel et al. 1973: 54
Dulong	 SV	Sun 1982: 162
Duma	 SV	Adam 1954: 113, 115
Dumi	 SV	van Driem 1993: passim
Dumo	 SV	Ross 1980: 98
Duna	 SV	Voorhoeve 1975: 396
Dutch	 SV	Shetter 1958: 37, 64, passim
Dyirbal	 SV	Dixon 1972: 291 
Ebira	 SV	Adive 1989: 70
Edolo	 SV	Gossner 1994: 105
Efate (South)	 SV	Thieberger 2004: 272
Ega	 SV	Richard 1983: passim
Eipo	 SV	Heeschen 1998: 287
Ekari	 SV	Boelaars 1950: 103
Ekoti	 SV	Schadeberg and Mucanheia 2000: passim
Emai	 SV	Schaefer and Egbokhare 2007: 9
Emberá (Northern)	 SV	Loewen 1958: passim
Émérillon	 SV	Rose 2003b: 615
Emmi	 SV	Ford 1998: 312
Enets	 SV	Künnap 1999a: 31
Engenni	 SV	Thomas 1978: 65
Enggano	 SV	Kähler 1940: 84
English	 SV	
Epena Pedee	 SV	Harms 1994: 9, 11
Erromangan	 SV	Crowley 1998a: 201 
Ese Ejja	 SV	Shoemaker and Shoemaker 1967: 212-213, passim
Esmeraldeño	 VS	Adelaar 2004: 155 
Estonian	 SV	de Sivers 1969: 351-352; Tauli 1983: 37
Eudeve	 SV	Shaul 1991: 92
Even	 SV	Benzing 1955: 116
Evenki	 SV	Konstantinova 1968: 84; Nedjalkov 1997: 69, 129 
Ewe	 SV	Warburton et al. 1968: viii; Ameka 1991: 42
Ewondo	 SV	Redden 1979: 163
Fasu	 SV	Loeweke and May 1980: 46
Fijian	 VS	Dixon 1988: 41 
Finnish	 SV	Sulkala and Karjalainen 1992: 69; Whitney 1973: 241
Foe	 SV	Rule 1977: 34
Folopa	 SV	
Fongbe	 SV	Lefebvre and Brousseau 2002: 5
Fore	 SV	Scott 1978: 113
French	 SV	
Frisian	 SV	Tiersma 1985: 104
Fulfulde (Adamawa)	 SV	Arnott 1970: 27
Fur	 SV	Tucker and Bryan 1966: passim; Beaton 1968: passim
Futuna-Aniwa	 SV	Capell 1958: passim; Dougherty 1983: 43, 115, 118-119
Fyem	 SV	Nettle 1998: 24, 30
Gã	 SV	Ablorh-Odjidja 1968: passim
Gadsup	 SV	Frantz 1973: 424
Gaelic (Scots)	 VS	Calder 1923: 4
Gahuku	 SV	Deibler 1976: 9
Galo	 SV	Das Gupta 1963: 8
Gamo	 SV	Taylor 1994: 57
Gapapaiwa	 SV	McGuckin 2002: 312
Garífuna	 VS	Taylor 1958: 38
Garo	 SV	Burling 1961: 68
Garrwa	 No dominant order	Mushin 2005: 263
Gavião	 SV	Moore 1984: 34
Gbaya (Southwest)	 SV	Tucker and Bryan 1966: 102
Gbeya Bossangoa	 SV	Samarin 1966: passim
Gela	 VS	Crowley 2002a: 534
Gelao	 SV	Edmondson 2008: 666
Georgian	 SV	Vogt 1971: 221-222, 224
German	 SV	Lederer 1969: 575ff., own knowledge
Gidabal	 No dominant order	Geytenbeek and Geytenbeek 1971: 41
Gimira	 SV	Breeze 1990: 46-47
Gitksan	 No dominant order	Rigsby 1986: 254, 260-261, 281-285
Goajiro	 VS	Holmer 1949a: 115
Godoberi	 SV	Kibrik 1996: passim
Goemai	 SV	Hellwig 2003: 41
Gogodala	 SV	Voorhoeve 1975: 354
Gokana	 SV	
Golin	 SV	Bunn 1974: 105, 111-112
Gondi	 SV	Lincoln 1969: 160
Gooniyandi	 SV	McGregor 1990: passim 
Great Andamanese	 SV	Radcliffe-Brown 1948: 504
Grebo	 SV	Innes 1966: 100-103
Greek (Modern)	 No dominant order	Holton et al. 1997: 427-428 
Greenlandic (West)	 SV	Fortescue 1984: 93, 96, 181-184
Guahibo	 SV	Queixalós 2000: 43
Guajajara	 VS	Bendor-Samuel 1972: 78
Guaraní	 SV	Gregores and Suarez 1967: 182
Guarijío	 No dominant order	Miller 1996a: 75
Guató	 VS	Rodrigues 1999b: 188
Gude	 VS	Hoskison 1983: 1, 89, 106
Gugada	 SV	Platt 1972: 53, 56, 66; Peile 1971: 40
Guhu-Samane	 SV	Richert 1975: 794
Gujarati	 SV	Cardona 1965: 168-171
Gula (in Central African Republic)	 SV	Nougayrol 1999: 58
Gumawana	 SV	Olson 1988: 7-8, 96-97, 100
Gumbaynggir	 No dominant order	Eades 1979: passim
Gumuz	 SV	Uzar 1989: 368; Bender 1979: 50-51
Gunbalang	 SV	Coleman 1982: 51; Harris 1969b: 29
Gungbe	 SV	Hazoume 1979: 75, passim
Gunin	 No dominant order	McGregor 1993: 53
Gününa Küne	 No dominant order	Adelaar 2004: 562 
Gureng Gureng	 SV	Brasch 1975: 9D
Gurr-goni	 SV	Green 1995: 238
Gurung	 SV	Glover 1974: 91-92
Guugu Yimidhirr	 SV	Haviland 1979: 27, 101
Gwari	 SV	Hyman and Magaji 1970: 92
Gworok	 SV	Adwiraah 1989: passim
Gyarong (Cogtse)	 SV	Lin 1993: 357
Haida	 SV	Enrico 2003: 74, 110
Hakka	 SV	Hashimoto 1973: 523 
Halia	 SV	Allen and Allen 1965: passim
Halkomelem (Upriver)	 VS	Galloway 1993: 421-422
Hamtai	 SV	Oates and Oates 1968: 5
Hanga Hundi	 SV	Wendel 1993: 104
Hani	 SV	Li 1990: 178
Haruai	 SV	
Hatam	 SV	Reesink 1999: 78, 89
Hausa	 SV	Newman 2000: 718; Migeod 1914: 45; Kraft 1963: (Vol. 1) 35, 105, 149, 165; Smirnova 1982: 71
Hawaiian	 VS	Elbert and Pukui 1979: 39-40 
Haya	 SV	Byarushengo 1977: 13
Hayu	 SV	Michailovsky 1988: 133
Hdi	 VS	Frajzyngier and Shay 2002: 5
Hebrew (Modern)	 SV	Glinert 1989: 413 
Hehe	 SV	Velten 1899a: passim
Heiltsuk	 VS	Rath 1981: 85
Hemba	 SV	Vandermeiren 1912: 216-217
Hidatsa	 SV	Matthews 1965: 59
Hiligaynon	 VS	Wolfenden 1975: 69, 89, 108
Hindi	 SV	McGregor 1977: 4
Hixkaryana	 VS	Derbyshire 1979: 85
Hlai (Baoding)	 SV	Ostapirat 2008: 645
Hmar	 SV	Dutta Baruah and Bapui 1996: 123
Hmong Njua	 SV	Lyman 1979: 26-27
=|Hoan	 SV	Anonymous 6: passim
Hoava	 VS	Davis 2003: 182
Holoholo	 SV	Coupez 1955: 137
Hopi	 SV	Kalectaca 1978: 33
Hua	 SV	Haiman 1980: 335 
Hualapai	 SV	Redden 1976: 104; Watahomigie et al. 1982: 49, passim
Huastec	 VS	Edmonson 1988: 565
Huave (San Mateo del Mar)	 VS	Stairs and Hollenbach 1981: 335
Huichol	 SV	Grimes 1964: 67
Huitoto (Minica)	 SV	Minor et al. 1982: 40, 64
Huitoto (Murui)	 SV	Burtch and Wise 1968: 18, 15
Hunde	 SV	Kahombo 1992: 9, passim 45
Hungarian	 SV	Kenesei et al. 1998: 73 
Hunzib	 SV	van den Berg 1995: passim
Hup	 SV	Epps 2008: 750
Hupa	 No dominant order	Golla 1970: 295; Goddard 1903: passim
Iaai	 VS	Tryon 1968: 62
Iatmul	 SV	Staalsen 1972: 57
Iau	 SV	Bateman 1986: passim
Iban	 SV	Omar 1981: 215
Icelandic	 SV	Einarsson 1945: 172
Idu	 SV	Pulu 1978: 10
Iduna	 SV	Huckett 1974: 113
Ifira-Mele	 SV	
Ifugao (Batad)	 VS	Newell 1993: passim
Ifumu	 SV	Makouta Mboukou 1977: 431-432
Igbo	 SV	Carrell 1970: 2
Igede	 SV	Bergman 1981: 23
Ignaciano	 VS	Ott and Ott 1967b: 88-89
Iha	 SV	Voorhoeve 1975: passim
Ijo (Kolokuma)	 SV	Williamson 1965: 33-35, 71 
Ik	 VS	Tucker 1973: 41; Serzisko 1989: 387
Ika	 SV	Frank 1990: 3, 115-116, 123
Ila	 SV	Smith 1907: 234
Ilocano	 VS	Rubino 1998b: 13
Imonda	 SV	Seiler 1985: 179
Inanwatan	 SV	de Vries 1996: 52-53
Indonesian	 SV	Macdonald 1976: 141 ; Sneddon 1996a: 256 
Ingessana	 SV	Bender 1989: 166
Ingush	 SV	Nichols 1994b
Innamincka	 SV	Breen 2004: 47
Iquito	 SV	Eastman and Eastman 1963: 158
Iranxe	 SV	Meader 1967: 60
Iraqw	 SV	Tucker and Bryan 1966: 590; Nordbustad 1988: 301, 304; Whiteley 1958: 63
Irarutu	 SV	Matsumura 1991a: 77
Irish	 VS	Stenson 1981: 40; Ó Dochartaigh 1992: 37
I'saka	 SV	Donohue and San Roque 2002: 78
Isirawa	 SV	Oguri 1985: 143
Italian	 No dominant order	Maiden and Robustelli 2000: 354-355
Itelmen	 SV	Volodin 1976: passim
Itonama	 SV	Camp and Liccardi 1967: 261, 264
Iwaidja	 SV	Capell 1962b: 165
Iwam	 SV	Conrad 1971: passim
Iwoyo	 SV	Mingas 1994: 44
Ixil	 VS	Elliot 1960: 134
Izere	 SV	Lukas and Willms 1961: 11
Izi	 SV	Meier et al. 1975: 140-141
Jabêm	 SV	Dempwolff 1939: 57, 68
Jabutí	 SV	Aikhenvald and Dixon 1999: 358
Jad	 SV	Sharma 1989c: 74
Jakaltek	 VS	Craig 1977: 8; Day 1973: 64
Jaminjung	 No dominant order	Schultze-Berndt 2000: passim
Jamsay	 SV	Heath 2008: 17
Japanese	 SV	Shibatani 1990: 257, 259 ; Hinds 1986: 75
Jarawa (in Andamans)	 SV	Kumar 2003: passim
Jarawara	 SV	Dixon 2003: 165
Jebero	 No dominant order	Bendor-Samuel 1961b: passim
Jingpho	 SV	Hertz 1917: 4
Jino	 SV	Gai 1986: 95
Jivaro	 SV	Beuchat and Rivet 1909: 822
Johari	 SV	Sharma 1989a: 249
Ju|'hoan	 SV	Dickens 1992: 1; Snyman 1970: 182
Jukun	 SV	Welmers 1968b: 27; Shimuzu 1980: 200, 314-315
Jur Mödö	 SV	Persson and Persson 1991: 8; Persson 1981: 110
Kabardian	 SV	Colarusso 1989: 332
Kabiyé	 SV	Lebikaza 1999: 394
Kabyle	 VS	Chaker 1983: 267, 279, 286
Kachari	 SV	Endle 1884: 40
Kadazan	 VS	Antonissen 1958: 37
Kadiwéu	 SV	Sandalo 1997: 60
Kadugli	 SV	Matsushita 1986: 111, 113; Kutoado 1969: 56-57
Kaingang	 SV	Wiesemann 1972: 135-136, 145-146
Kairiru	 SV	Wivell 1981: 138
Kaki Ae	 SV	Clifton 1997: 21
Kalam	 SV	Pawley 1966: 131, 132-149
Kalispel	 VS	Vogt 1940: 78
Kalkatungu	 SV	Blake 1969: 66
Kalmyk	 SV	Street 1959: 96
Kaluli	 SV	Schieffelin and Feld 1998: xix
Kamaiurá	 SV	Seki 2000: 154
Kamasau	 SV	Sanders and Sanders 1994: 5
Kamass	 SV	Künnap 1999b: 32
Kamba	 SV	Whiteley and Muli 1962: passim
Kambera	 VS	Klamer 1998: 85
Kambot	 SV	Laycock and Z'graggen 1975: 759
Kamoro	 SV	Boelaars 1950: 92
Kamu	 SV	Harvey 1990: passim
Kana	 SV	Ikoro 1996: 134
Kanakuru	 SV	Newman 1974: 16, 19, 63
Kanashi	 SV	Sharma 1992: 393
Kanembu	 SV	Lukas 1931: 25
Kannada	 SV	Schiffman 1983: 95; Sridhar 1990: 137
Kanoê	 SV	Bacelar 2004: 229
Kanum (Bädi)	 SV	Boelaars 1950: 38
Kanuri	 SV	Hutchison 1976: 2-3; Lukas 1937: 13, 149; Hutchison 1981: 89
Kapampangan	 VS	Mirikitani 1972: 27
Karachay-Balkar	 SV	Seegmiller 1996: 37
Kara (in Central African Republic)	 SV	Santandrea 1970: 126
Karajá	 SV	Maia 1998: 28
Karakalpak	 SV	Wurm 1951: 595
