Language	Value	Reference
Arapesh (Abu)	 Noun-Numeral	Nekitel 1985: 95
Arapesh (Mountain)	 Numeral-Noun	Conrad and Wogiga 1991: 57
Arbore	 Noun-Numeral	Hayward 1984: 184, passim
Archi	 Numeral-Noun	Kibrik et al. 1977: (III) 195
Armenian (Eastern)	 Numeral-Noun	Stevick 1955: 30, 55-56
Armenian (Western)	 Numeral-Noun	Gulian 1965: 22, 34
Arop-Lokep	 Noun-Numeral	D'Jernes 2002: 255
Arosi	 Numeral-Noun	Lynch and Horoi 2002: 566
Arrernte (Mparntwe)	 Noun-Numeral	Wilkins 1989: 102
Arrernte (Western)	 Noun-Numeral	Strehlow 1944: 105
Asmat	 Noun-Numeral	Voorhoeve 1965: passim
Assamese	 No dominant order	Goswami and Tamuli 2003: 433, 434
Atakapa	 Noun-Numeral	Gatschet and Swanton 1932: passim
Atayal	 Numeral-Noun	Rau 1992: 131
Athpare	 Numeral-Noun	Ebert 1997b: 108
Au	 Noun-Numeral	Scorza 1985: 240
Avar	 Numeral-Noun	Bokarev 1949b: 149
Awa	 Numeral-Noun	Loving 1973: 80
Awa Pit	 Numeral-Noun	Curnow 1997: 86, 117
Awtuw	 Noun-Numeral	Feldman 1986: 116, passim 116, passim
Awyi	 Noun-Numeral	Voorhoeve 1971: 65
Aymara (Central)	 Numeral-Noun	Wexler 1967: passim; Ebbing 1965: 26, 41
Ayomán	 Numeral-Noun	Adelaar 2004: 129 
Azerbaijani	 Numeral-Noun	Householder and Lofti 1965: 24
Babole	 Noun-Numeral	Leitch 1994: 192
Babungo	 Noun-Numeral	Schaub 1985: 74, 77
Badimaya	 No dominant order	Dunn 1988: 58
Bafia	 Noun-Numeral	Guarisma 1973: 210
Bagirmi	 Noun-Numeral	Stevenson 1969: passim 156
Bagiro	 Noun-Numeral	Boyeldieu 2000: 108-109
Bai	 Noun-Numeral	Wiersma 2003: 669
Bajau (West Coast)	 Numeral-Noun	Miller 2007: 312 
Baka (in Cameroon)	 Noun-Numeral	Kilian-Hatz 1995: 22; Kilian-Hatz 1989: xiii
Baka (in South Sudan)	 Noun-Numeral	Santandrea 1976: 79
Bakueri	 Noun-Numeral	Kagaya 1992: 25-26
Balanta	 Noun-Numeral	Fudemann 1999: 202-203
Bali-Vitu	 Noun-Numeral	Ross 2002c: 369
Balti	 Noun-Numeral	Read 1934: passim 20, 23
Bambara	 Noun-Numeral	Bird et al. 1977: 269
Bangime	 Noun-Numeral	Blench 2005: 11
Banoni	 Noun-Numeral	Lincoln 1976: 100, 108
Baoulé	 Noun-Numeral	Carteron 1972: 34, 76, 80
Baragaunle	 Noun-Numeral	Kretschmar 1995: 203
Barai	 Noun-Numeral	Olson 1975: 490
Barambu	 Noun-Numeral	Santandrea 1965b: 57; Tucker and Bryan 1966: 159-160
Barasano	 Numeral-Noun	Jones and Jones 1991: 4, 59; Smith 1973: 21-30
Baré	 Numeral-Noun	Aikhenvald 1996: 40
Bari	 Noun-Numeral	Spagnolo 1933: 75; Mitterrutzner 1867: 78 
Barupu	 Noun-Numeral	Corris 2005: 115, 133
Baruya	 Noun-Numeral	Lloyd 1989: 4, 94
Basaá	 Noun-Numeral	Hyman 2003: 268
Bashkir	 Numeral-Noun	Poppe 1964: 80-81
Basque	 Numeral-Noun	Hualde and Ortiz de Urbina 2003: 113, 118, 127
Batak (Karo)	 Numeral-Noun	Woollams 1996: 106, 125
Batak (Toba)	 No dominant order	Nababan 1981: 108; van der Tuuk 1864: 212, 213-214 ; Percival 1981: 91-92
Baure	 Numeral-Noun	Baptista and Wallin 1967: 42-43
Bawm	 Noun-Numeral	Reichle 1981: 42, 44-45
Belhare	 Numeral-Noun	Bickel 2003: 562
Bemba	 Noun-Numeral	van Sambeek 1955: 28
Berber (Chaouia)	 Numeral-Noun	Penchoen 1973a: 29
Berber (Figuig)	 Numeral-Noun	Kossmann 1997: 209, 244-245, passim
Berber (Middle Atlas)	 Numeral-Noun	Abdel-Massih 1971: 23-27, 122; Penchoen 1973b: 64
Berber (Rif)	 Numeral-Noun	Kossmann 2000: 160-161 
Beria	 Noun-Numeral	Crass and Jakobi 2004: 133, 135
Berta	 Noun-Numeral	Tucker and Bryan 1966: 351
Bhojpuri	 Numeral-Noun	Shukla 1981: 84
Biak	 Noun-Numeral	van den Heuvel 2006: 201
Bidiya	 Noun-Numeral	Alio 1986: 211
Bilin	 Numeral-Noun	Reinisch 1882: 113
Bilinarra	 No dominant order	Nordlinger 1990: 49
Biloxi	 Noun-Numeral	Einaudi 1976: 139, passim
Bilua	 Numeral-Noun	Obata 2003
Bimoba	 Noun-Numeral	Jacobs 1970: 152, 164
Binandere	 Noun-Numeral	Wilson 1996: 13, 82
Bini	 Noun-Numeral	Dunn 1968: 209, 211
Bininj Gun-Wok	 No dominant order	Evans 2004
Biri	 Numeral-Noun	Terrill 1998: passim 57
Birom	 Noun-Numeral	Bouquiaux 1970: 178, 275
Blackfoot	 Numeral-Noun	
Boazi (Kuni)	 Noun-Numeral	Boelaars 1950: 56
Bodo	 Noun-Numeral	Subbarao and Murthy 2000: passim
Boko	 Noun-Numeral	
Bontok	 Numeral-Noun	Seidenadel 1909: 189
Brao	 Noun-Numeral	Keller 1976: 29
Breton	 Numeral-Noun	Press 1986: 90
Bribri	 Noun-Numeral	Margery Peña 1982: xxi, passim
Brokskat	 Numeral-Noun	Ramaswami 1982: 86-87
Budu	 Noun-Numeral	Asangama 1983: 264-266
Buduma	 Noun-Numeral	Lukas and Nachtigal 1939: 65
Bulgarian	 Numeral-Noun	Scatton 1984: 40
Buma	 Noun-Numeral	Tryon 2002: 576
Bunu (Younuo)	 Numeral-Noun	Mao and Tsu-yao 1972: 249
Buriat	 Numeral-Noun	Poppe 1960: 70, passim
Burmese	 Noun-Numeral	Wheatley 1982: 113; Okell 1969: 76, 209; Stewart 1955: 21
Buru	 Noun-Numeral	Grimes 1991: 177-178
Burunge	 Noun-Numeral	Kiessling 1994: 198
Burushaski	 Numeral-Noun	Lorimer 1935: passim
Busa	 Noun-Numeral	Wedekind 1972: 23-24
Byansi	 Numeral-Noun	Trivedi 1991: 58, 149
Cakchiquel	 Numeral-Noun	García Matzar and Rodríguez Guaján 1997: 251
Camling	 Numeral-Noun	Ebert 1997a: 41, 52
Camsá	 Numeral-Noun	Fabre 2002: 177
Canamarí	 No dominant order	
Cantonese	 Numeral-Noun	Matthews and Yip 1994: 88 
Carapana	 Numeral-Noun	Metzger 1981: 161
Carib	 Numeral-Noun	Hoff 1968: passim
Carib (De'kwana)	 Numeral-Noun	Hall 1988: 52
Cashibo	 Noun-Numeral	Abreu 1914: 16
Catalan	 Numeral-Noun	Hualde 1992: 122
Cavineña	 Numeral-Noun	Guillaume 2004: 69, 71 
Cayapa	 Numeral-Noun	Abrahamson 1962: 229
Cayuvava	 Numeral-Noun	Key 1967: 58, 62, passim
Cèmuhî	 Noun-Numeral	Lynch 2002c: 757
Chaha	 Numeral-Noun	Leslau 1950: passim
Chai	 Noun-Numeral	Last and Lucassen 1998: 411
Chaldean (Modern)	 Numeral-Noun	Sara 1974: 101
Chamorro	 Numeral-Noun	Topping 1973: 168, 208-209 
Cham (Western)	 Noun-Numeral	Baumgartner 1998: 11, 12
Chang	 Noun-Numeral	Hutton 1987: 48
Chantyal	 Numeral-Noun	Noonan 2003b: 329
Chatino (Sierra Occidental)	 Numeral-Noun	Pride 1965: 29, 31
Chatino (Yaitepec)	 Numeral-Noun	Rasch 2002: 82
Chaudangsi	 Numeral-Noun	Sharma 1989a: 149
Chechen	 Numeral-Noun	Desheriev 1967: 197; Nichols 1994a: 54, 58
Chemehuevi	 Numeral-Noun	Press 1979: 34, passim
Chepang	 Numeral-Noun	Caughley 1982: 40-41
Cherokee	 Numeral-Noun	Scancarelli 1986: 226; Foley 1980: passim; Scancarelli 1987: 173
Chichewa	 Noun-Numeral	Mchombo 2004: 24 
Chimariko	 Noun-Numeral	
Chinantec (Comaltepec)	 Numeral-Noun	Anderson 1989: 55, passim
Chinantec (Lealao)	 Numeral-Noun	Rupp 1989: 64
Chinantec (Palantla)	 Numeral-Noun	Merrifield 1968: 55
Chinantec (Quiotepec)	 Numeral-Noun	Robbins 1968: 51
Chin (Mara)	 Noun-Numeral	Lorrain 1951: passim; Savidge 1908: 7
Chinook (Lower)	 Numeral-Noun	Boas 1911b: 651
Chin (Siyin)	 Noun-Numeral	Naylor 1925: passim
Chin (Tiddim)	 Noun-Numeral	Henderson 1965: 64, passim
Chipaya	 Numeral-Noun	Cerron Palomino 2006: 195
Chipewyan	 Numeral-Noun	Richardson 1968: 9
Chitimacha	 Noun-Numeral	Swadesh 1946b: 333
Choctaw	 Noun-Numeral	Nicklas 1979: 27
Cholón	 Numeral-Noun	Alexander Bakkerus 2005: 178
Chontal Maya	 Numeral-Noun	Knowles 1984: 302
Chrau	 Numeral-Noun	Thomas 1971: 127
Chuj	 Numeral-Noun	Hopkins 1967: 151
Chukchi	 Numeral-Noun	Dunn 1999: passim 161ff
Chuvash	 Numeral-Noun	Krueger 1961: passim 173
Cocama	 Numeral-Noun	Faust 1972: passim; Faust 1971: passim
Comanche	 Numeral-Noun	Wistrand-Robinson and Armagost 1990: 300; Canonge 1958: passim; Charney 1993: 153, passim
Coos (Hanis)	 Numeral-Noun	Frachtenberg 1913: passim
Coptic	 Numeral-Noun	Lambdin 1983: 59 ; Plumley 1948: 51-52
Cora	 Numeral-Noun	Casad 1984: 268
Cornish	 Numeral-Noun	Jenner 1904: 96, passim
Crow	 Noun-Numeral	Lowie 1941: 8
Cubeo	 Numeral-Noun	Morse and Maxwell 1999a: 91
Cuica	 Numeral-Noun	Adelaar 2004: 128 
Cupeño	 Numeral-Noun	Hill 2005: 211-212, 346-347
Czech	 Numeral-Noun	Harkins 1953: passim
Daga	 Noun-Numeral	Murane 1974: 89
Dagaare	 Noun-Numeral	Bodomo 1997: 50
Dagbani	 Noun-Numeral	Olawsky 1999: passim 43
Dagur	 Numeral-Noun	Martin 1961: passim
Damana	 Numeral-Noun	Trillos Amaya 1999a: 88
Dan	 Noun-Numeral	Doneux 1968: 38
Danish	 Numeral-Noun	Bredsdorff 1958: passim; Koefoed 1958: passim
Dargwa	 Numeral-Noun	Isaev 2004: 327
Darma	 Numeral-Noun	Sharma 1989a: 60, 96
Dâw	 Numeral-Noun	Martins 1994: 45, 93
Day	 Noun-Numeral	Nougayrol 1979: 119-121
Degema	 Noun-Numeral	Kari 1997: 49
Desano	 No dominant order	Miller 1999: 4
Deuri	 No dominant order	Brown 1895: 15
Dhaasanac	 Noun-Numeral	Tosco 2001: 252
Dhimal	 Numeral-Noun	Cooper 1999: 31
Dhivehi	 Numeral-Noun	Cain and Gair 2000: 33
Didinga	 Noun-Numeral	Tucker and Bryan 1966: 391
Diegueño (Mesa Grande)	 Noun-Numeral	Langdon 1970: 170
Digaro	 Noun-Numeral	Sastry 1984: 58-59, 102
Dimasa	 Noun-Numeral	Dundas 1908: 7
Dime	 Noun-Numeral	Fleming 1990: 544
Dinka	 Noun-Numeral	Tucker and Bryan 1966: 441; Nebel 1948: passim
Diola-Fogny	 Noun-Numeral	Sapir 1965: 87, 74 
Diyari	 Noun-Numeral	Austin 1981: 96
Djapu	 No dominant order	Morphy 1983: 84
Dla (Menggwa)	 Noun-Numeral	de Sousa 2006: passim
Dla (Proper)	 Numeral-Noun	Voorhoeve 1971: 76
Domari	 Numeral-Noun	Macalister 1914: passim
Dongo	 Noun-Numeral	Tucker and Bryan 1966: 137, 140
Dong (Southern)	 Numeral-Noun	Long and Zheng 1998: 78
Donno So	 Noun-Numeral	Kervran and Prost 1969: 32, 38
Doyayo	 Noun-Numeral	Wiering and Wiering 1994: 163
Drehu	 Numeral-Noun	Tryon 1967a: 60
Duka	 Noun-Numeral	Bendor-Samuel et al. 1973: 137, 144
Dulong	 Noun-Numeral	LaPolla 2003a: 675
Duma	 Noun-Numeral	Adam 1954: 121
Dumi	 No dominant order	van Driem 1993: passim
Dumo	 Noun-Numeral	Ross 1980: 84
Duna	 Noun-Numeral	
Dutch	 Numeral-Noun	Shetter 1958: passim
Dyirbal	 Noun-Numeral	Dixon 1972: 291, passim 
Edolo	 Noun-Numeral	Gossner 1994: 91
Efate (South)	 Noun-Numeral	
Efik	 Noun-Numeral	Welmers 1968a: 10
Ega	 Noun-Numeral	Richard 1983: passim
Eipo	 Noun-Numeral	Heeschen 1998: 214
Ekari	 Noun-Numeral	Boelaars 1950: 123
Emai	 Noun-Numeral	Schaefer and Egbokhare 2007: 10
Emberá (Northern)	 Noun-Numeral	Loewen 1958: 82, 113
Émérillon	 Numeral-Noun	Rose 2003b: 216
Emmi	 Noun-Numeral	Ford 1998: 148
Engenni	 Noun-Numeral	Thomas 1978: 114
Enggano	 No dominant order	Kähler 1940: 189
English	 Numeral-Noun	
Epena Pedee	 Noun-Numeral	Harms 1994: 13, 53
Erromangan	 Noun-Numeral	Crowley 1998a: 165 
Estonian	 Numeral-Noun	de Sivers 1969: 37, 40, 44; Tauli 1983: 165
Evenki	 Numeral-Noun	Nedjalkov 1997: 84, 282 
Ewe	 Noun-Numeral	Warburton et al. 1968: viii 124; Ameka 1991: 45, passim
Ewondo	 Noun-Numeral	Redden 1979: 50
Fasu	 Noun-Numeral	Loeweke and May 1980: 29-31
Fijian	 Numeral-Noun	Dixon 1988: 144 
Finnish	 Numeral-Noun	Sulkala and Karjalainen 1992: 91, 99
Folopa	 No dominant order	
Fongbe	 Noun-Numeral	Lefebvre and Brousseau 2002: 53-54
Fore	 Noun-Numeral	Scott 1978: 89
French	 Numeral-Noun	
Fulfulde (Adamawa)	 Noun-Numeral	Arnott 1970: 21
Fur	 Noun-Numeral	Tucker and Bryan 1966: 228; Beaton 1968: 58
Futuna-Aniwa	 No dominant order	Dougherty 1983: 24, 93; Capell 1958: passim 24, 93
Fyem	 Noun-Numeral	Nettle 1998: 22
Gaagudju	 No dominant order	Harvey 2002: 318
Gadsup	 Numeral-Noun	McKaughan 1973a: passim
Gaelic (Scots)	 Numeral-Noun	Calder 1923: 121
Gahuku	 Noun-Numeral	Deibler 1976: 9
Galo	 Noun-Numeral	Das Gupta 1963: 18
Gamo	 Numeral-Noun	Taylor 1994: 57
Gapapaiwa	 Noun-Numeral	McGuckin 2002: 301
Garífuna	 Numeral-Noun	Taylor 1977: 63
Garo	 Noun-Numeral	Burling 1961: 68
Garrwa	 No dominant order	Furby and Furby 1977: passim
Gbaya (Southwest)	 Noun-Numeral	Tucker and Bryan 1966: 105-106
Gbeya Bossangoa	 Noun-Numeral	Samarin 1966: 121-122
Gela	 Numeral-Noun	Crowley 2002a: 529
Gelao	 Numeral-Noun	Edmondson 2008: 667
Georgian	 Numeral-Noun	Vogt 1971: 220, 56-57
German	 Numeral-Noun	Lederer 1969: 604
Gimira	 No dominant order	Breeze 1990: passim 39, passim
Giziga	 Noun-Numeral	Lukas 1970: 40 CK=73-40 CK=74, 76
Goajiro	 Numeral-Noun	Olza Zubiri and Jusayú 1978: 68; Ehrman 1972a: 38, 43; Holmer 1949a: 116
Godoberi	 Numeral-Noun	Kibrik 1996: 149
Goemai	 Noun-Numeral	Hellwig 2003: 31
Gokana	 Numeral-Noun	
Golin	 Noun-Numeral	Bunn 1974: 79, 82
Gondi	 Numeral-Noun	Lincoln 1969: 145, 151; Subrahmanyam 1968: 88-89
Gooniyandi	 Numeral-Noun	McGregor 1990: 149, 251, 270 
Grebo	 Noun-Numeral	Innes 1966: 88
Greek (Modern)	 Numeral-Noun	Mackridge 1985: 193
Greenlandic (West)	 Noun-Numeral	Fortescue 1984: 110
Guajajara	 Numeral-Noun	Bendor-Samuel 1972: 105, 110-111
Guaraní	 Numeral-Noun	Gregores and Suarez 1967: 150
Guarijío	 Noun-Numeral	Miller 1996a: 244
Gude	 Noun-Numeral	Hoskison 1983: 51
Gujarati	 Numeral-Noun	Cardona 1965: 87-88
Gula (in Central African Republic)	 Noun-Numeral	Nougayrol 1999: 87-88
Gumawana	 Noun-Numeral	Olson 1988: 86
Gunbalang	 Numeral-Noun	Harris 1969b: 19
Gününa Küne	 Numeral-Noun	Casamiquela 1983: 44
Gurung	 Noun-Numeral	Glover 1974: 96-97
Guugu Yimidhirr	 Noun-Numeral	Haviland 1979: 103
Gwari	 Noun-Numeral	Hyman and Magaji 1970: 46
Gworok	 Noun-Numeral	Adwiraah 1989: 71-75, 78
Gyarong (Cogtse)	 Noun-Numeral	Lin 1993: 353
Haida	 Noun-Numeral	Enrico 2003: 738
Hakka	 Numeral-Noun	Hashimoto 1973: 442 
Halia	 Numeral-Noun	Allen and Allen 1965: passim
Halkomelem (Upriver)	 Numeral-Noun	Galloway 1993: 415
Hamtai	 Noun-Numeral	Oates and Oates 1968: 77
Hanga Hundi	 No dominant order	Wendel 1993: 122
Hani	 Noun-Numeral	Li 1990: 155-156
Hatam	 Noun-Numeral	Reesink 1999: 79
Hausa	 Noun-Numeral	Smirnova 1982: 38; Migeod 1914: 64; Howeidy 1959: 74; Newman 2000: 155
Hawaiian	 Numeral-Noun	Elbert and Pukui 1979: 41, 160 
Hawrami	 Numeral-Noun	MacKenzie 1966: 21
Haya	 Noun-Numeral	Byarushengo 1977: 13
Hayu	 No dominant order	Michailovsky 1988: 168
Hdi	 Noun-Numeral	Frajzyngier and Shay 2002: 76
Hebrew (Modern)	 Numeral-Noun	Glinert 1989: 82 
Hehe	 Noun-Numeral	Velten 1899a: 177
Hemba	 Noun-Numeral	Vandermeiren 1912: 49
Hiligaynon	 Numeral-Noun	Wolfenden 1975: 56-59
Hindi	 Numeral-Noun	McGregor 1977: 63, passim
Hixkaryana	 Numeral-Noun	Derbyshire 1979: 44, 82
Hlai (Baoding)	 Numeral-Noun	Ostapirat 2008: 646
Hmar	 Noun-Numeral	Dutta Baruah and Bapui 1996: 50
Hmong Njua	 Numeral-Noun	Harriehausen 1990: 91, 121; Lyman 1979: 22, passim
Err:509	 Noun-Numeral	Anonymous 6: passim
Hoava	 Numeral-Noun	Davis 2003: 34, 66
Holoholo	 Noun-Numeral	Coupez 1955: 120
Hopi	 Numeral-Noun	Kalectaca 1978: 50-51
Hua	 Numeral-Noun	Haiman 1980: 257-260 
Huastec	 Numeral-Noun	Edmonson 1988: 514
Huitoto (Minica)	 Numeral-Noun	Minor et al. 1982: 42
Hunde	 Noun-Numeral	Kahombo 1992: 114-115
Hungarian	 Numeral-Noun	Kenesei et al. 1998: 96 
Hunzib	 Numeral-Noun	van den Berg 1995: 117
Hup	 Numeral-Noun	Epps 2008: 284, 314
Hupa	 Numeral-Noun	Goddard 1903: passim
Iaai	 Numeral-Noun	Tryon 1968: 65, 66
Iau	 Noun-Numeral	Bateman 1986: passim
Iban	 Numeral-Noun	Omar 1981: 115-116, 122, 185, 186
Icelandic	 Numeral-Noun	Einarsson 1945: passim
Idu	 Noun-Numeral	Pulu 1978: 5-6, passim
Iduna	 Noun-Numeral	Huckett 1974: 90
Ifira-Mele	 Noun-Numeral	Clark 2002: 685
Ifugao (Batad)	 Numeral-Noun	Newell 1993: 72
Ifumu	 Noun-Numeral	Makouta Mboukou 1977: 283-284
Igbo	 Noun-Numeral	Emenanjo 1978: 80
Igede	 Noun-Numeral	Bergman 1981: 6, 18
Ijo (Kolokuma)	 Numeral-Noun	Williamson 1965: 41, 43, passim 
Ik	 Noun-Numeral	Tucker 1973: 46; Serzisko 1989: 391
Ika	 No dominant order	Frank 1990: 31
Imonda	 Noun-Numeral	Seiler 1985: 62
Inanwatan	 Noun-Numeral	de Vries 1996: 47
Indonesian	 Numeral-Noun	Danusugondo 1975: passim; Sneddon 1996a: 132 ; Macdonald 1976: 86 
Ingush	 Numeral-Noun	Nichols 1994b
Innamincka	 Noun-Numeral	Breen 2004: 47
Iquito	 Numeral-Noun	Eastman and Eastman 1963: 173, 187
Iranxe	 Noun-Numeral	Meader 1967: 56
Iraqw	 Noun-Numeral	Whiteley 1958: 59; Tucker and Bryan 1966: 590
Irarutu	 Noun-Numeral	Matsumura 1991a: 105-106
Irish	 Numeral-Noun	Stenson 1981: 32-33; Ó Dochartaigh 1992: 51
I'saka	 Noun-Numeral	Donohue and San Roque 2002: 90
Italian	 Numeral-Noun	Maiden and Robustelli 2000: 189
Itelmen	 Numeral-Noun	Volodin 1976: passim; Georg and Volodin 1999: 191
Iwaidja	 Numeral-Noun	Capell 1962b: 157
Iwam	 Noun-Numeral	Conrad 1971: 39
Iwoyo	 No dominant order	Mingas 1994: 195, 197, 248-251
Izi	 No dominant order	Meier et al. 1975: 162
Jabêm	 Noun-Numeral	Dempwolff 1939: 44, 74
Jad	 Noun-Numeral	Sharma 1989c: 43
Jakaltek	 Numeral-Noun	Day 1973: 66, 70
Jaminjung	 No dominant order	Schultze-Berndt 2000: 44
Jamsay	 Noun-Numeral	Heath 2008: 15, 182
Japanese	 Numeral-Noun	Hinds 1986: 82-83; Shibatani 1990: 257 ; Kim 1991
Jaqaru	 Numeral-Noun	Hardman 1966: 114
Jeli	 Noun-Numeral	Tröbs 1998: 166
Jingpho	 Noun-Numeral	Hertz 1917: 13, passim
Jivaro	 Numeral-Noun	Beuchat and Rivet 1909: 817-818
Johari	 Numeral-Noun	Sharma 1989a: 230
Ju|'hoan	 Noun-Numeral	Dickens 1992: passim; Snyman 1970: 109ff
Jukun	 Noun-Numeral	Welmers 1968b: 39; Shimuzu 1980: 170
Kabatei	 Numeral-Noun	Stilo 2005: passim
Kachari	 Noun-Numeral	Endle 1884: x
Kadazan	 Numeral-Noun	Antonissen 1958: 14
Kagulu	 Noun-Numeral	Last 1886: 24
Kairiru	 Noun-Numeral	Wivell 1981: 39
Kaki Ae	 Noun-Numeral	Clifton 1997: 30
Kalam	 Noun-Numeral	Pawley 1966: 60-61, 83, 114-115
Kalkatungu	 Numeral-Noun	Blake 1969: passim 65
Kamaiurá	 Numeral-Noun	Seki 2000: 117
Kamasau	 Noun-Numeral	Sanders and Sanders 1994: 5
Kami	 Noun-Numeral	Velten 1899b: 13
Kamoro	 Noun-Numeral	Boelaars 1950: 92
Kana	 Numeral-Noun	Ikoro 1996: 64, 68, 85
Kanakuru	 Noun-Numeral	Newman 1974: 100
Kannada	 Numeral-Noun	Bright 1958: 32, 34, passim; Schiffman 1983: 98; Sridhar 1990: 98-99, 154
Kanoê	 Numeral-Noun	Bacelar 2004: 134, 156
Kanum (Bädi)	 Numeral-Noun	Boelaars 1950: 38
Kanuri	 Noun-Numeral	Lukas 1937: 128; Hutchison 1981: 202
Kanyok	 Noun-Numeral	Mukash Kalel 1982: 221-222, 243
Kapampangan	 Numeral-Noun	Mirikitani 1972: 199
Karachay-Balkar	 Numeral-Noun	Seegmiller 1996: 31
Kara (in Central African Republic)	 Noun-Numeral	Santandrea 1970: 133; Boyeldieu 1987: 62
Karajá	 No dominant order	Maia 1998: 34
Karakalpak	 Numeral-Noun	Wurm 1951: 566
Karen (Bwe)	 Noun-Numeral	Henderson 1997: passim
Karen (Pwo)	 Noun-Numeral	Kato 2003: 641
Karen (Sgaw)	 Noun-Numeral	Jones 1961: 43, passim
Karimojong	 Noun-Numeral	Novelli 1985: 20
Karó (Arára)	 Numeral only modifies verb	Gabas 1999: 139
Karok	 Numeral-Noun	Bright 1957: 128
Kashmiri	 Numeral-Noun	Wali and Koul 1997: 101, 104 
Kasong	 Noun-Numeral	Sunee 2003: 172
Katcha	 Noun-Numeral	Tucker and Bryan 1966: 312
Kati (in West Papua, Indonesia)	 Noun-Numeral	Boelaars 1950: 123
Katu	 Numeral-Noun	Costello 1969: 22, 31, 34
Kaulong	 Noun-Numeral	Ross 2002i: 394
Kayabí	 Numeral-Noun	Dobson 1997: 125
Kayah Li (Eastern)	 Noun-Numeral	Solnit 1986: 305-307
Kayardild	 Numeral-Noun	Evans 1995: 235
Kele	 Noun-Numeral	Ross 2002k: 132
Kenga	 Noun-Numeral	Vandame 1968: 26
Kera	 Noun-Numeral	Ebert 1979: 163
