Language	Value	Reference
Chechen	 Genitive-Noun	Nichols 1994a: 54, 58, passim
Chemehuevi	 Genitive-Noun	Press 1979: 59
Chepang	 Genitive-Noun	Caughley 1982: 40
Cherokee	 Genitive-Noun	Scancarelli 1987: 173; Foley 1980: passim
Chichewa	 Noun-Genitive	Mchombo 2004: 60-61 
Chimariko	 Genitive-Noun	Dixon 1910: 335
Chinantec (Comaltepec)	 Noun-Genitive	Anderson 1989: 62
Chinantec (Lealao)	 Noun-Genitive	Rupp 1989: 68
Chinantec (Palantla)	 Noun-Genitive	Merrifield 1968: 55, passim
Chinantec (Quiotepec)	 Noun-Genitive	Robbins 1968: 72, passim
Chin (Mara)	 Genitive-Noun	Lorrain 1951: 11
Chinook (Lower)	 No dominant order	Boas 1911b: passim
Chin (Siyin)	 Genitive-Noun	Naylor 1925: passim
Chin (Tiddim)	 Genitive-Noun	Henderson 1965: 71, 101, passim
Chipaya	 Genitive-Noun	Cerron Palomino 2006: 189-191
Chiquitano	 Noun-Genitive	Adam and Henry 1880: VIII
Chitimacha	 Genitive-Noun	Swadesh 1946b: 333
Choctaw	 Genitive-Noun	Nicklas 1979: 31; Davies 1981c: passim
Cholón	 Genitive-Noun	Alexander Bakkerus 2005: 184
Chontal (Huamelultec Oaxaca)	 Noun-Genitive	Waterhouse 1967: 359
Chontal Maya	 Noun-Genitive	Knowles 1984: 302-304
Chrau	 Noun-Genitive	Thomas 1971: 139-140
Chuj	 Noun-Genitive	Hopkins 1967: 166-167
Chukchi	 Genitive-Noun	Dunn 1999: passim 148-149, 161ff
Chumash (Barbareño)	 Noun-Genitive	Beeler 1976: 268
Chuvash	 Genitive-Noun	Krueger 1961: 98
Coahuilteco	 Genitive-Noun	Troike 1967: 325
Cocama	 Genitive-Noun	Faust 1972: 51
Comanche	 Genitive-Noun	Wistrand-Robinson and Armagost 1990: 287; Canonge 1958: passim; Charney 1993: 56
Comox	 Noun-Genitive	Hagège 1981: 136
Coos (Hanis)	 No dominant order	Frachtenberg 1913: 396, passim
Coptic	 Noun-Genitive	Lambdin 1983: 6 
Cora	 No dominant order	Casad 1984: 234, passim 276-277
Cornish	 Noun-Genitive	Jenner 1904: 81-82
Crow	 Genitive-Noun	Lowie 1941: 7
Cubeo	 Genitive-Noun	Morse and Maxwell 1999a: 91
Cupeño	 Genitive-Noun	Hill 2005: 362-363
Czech	 No dominant order	Harkins 1953: passim
Daga	 Genitive-Noun	Murane 1974: passim
Dagaare	 Genitive-Noun	Bodomo 1997: 50
Dagbani	 Genitive-Noun	Olawsky 1999: 38
Dagur	 Genitive-Noun	Martin 1961: passim
Dan	 Genitive-Noun	Doneux 1968: 44
Dani (Lower Grand Valley)	 Genitive-Noun	Bromley 1981: passim
Danish	 Genitive-Noun	Koefoed 1958: 154, 160; Bredsdorff 1958: 53
Dargwa	 Genitive-Noun	Isaev 2004: 327
Darma	 Genitive-Noun	Sharma 1989a: 96
Dâw	 Genitive-Noun	Martins 1994: 45, 191
Day	 Noun-Genitive	Nougayrol 1979: 119-120
Desano	 Genitive-Noun	Miller 1999: 48, 49
Dhaasanac	 Genitive-Noun	Tosco 2001: 254
Dharumbal	 Genitive-Noun	Terrill 2002: 48
Dhimal	 Genitive-Noun	Cooper 1999: 30
Dhivehi	 Genitive-Noun	Cain and Gair 2000: 33
Didinga	 Noun-Genitive	Rosato 1980: 9; Tucker and Bryan 1966: 389
Diegueño (Mesa Grande)	 Genitive-Noun	Langdon 1970: 172; Couro and Langdon 1975: 82
Digaro	 Genitive-Noun	Sastry 1984: passim 171
Dinka	 Noun-Genitive	Nebel 1948: passim; Tucker and Bryan 1966: 438
Diola-Fogny	 Noun-Genitive	Sapir 1965: 73, 76, 83, 86 
Diyari	 Genitive-Noun	Austin 1981: 138
Djambarrpuyngu	 No dominant order	Wilkinson 1991: passim
Djapu	 No dominant order	Morphy 1983: passim 85
Djinang	 Genitive-Noun	Waters 1989: 197
Djingili	 Noun-Genitive	Chadwick 1975: 21, 22
Dla (Menggwa)	 Genitive-Noun	de Sousa 2006: passim
Dla (Proper)	 Genitive-Noun	Voorhoeve 1971: 75, 76
Domari	 Genitive-Noun	Macalister 1914: 13
Dongo	 Noun-Genitive	Tucker and Bryan 1966: 131, 133
Donno So	 Genitive-Noun	Kervran and Prost 1969: 24, passim
Doyayo	 Genitive-Noun	Wiering and Wiering 1994: 176
Drehu	 Noun-Genitive	Tryon 1967a: 58
Duala	 Noun-Genitive	Ittmann 1978: 240
Duka	 Noun-Genitive	Bendor-Samuel et al. 1973: 130-135
Dulong	 Genitive-Noun	Sun 1982: passim
Dumi	 Genitive-Noun	van Driem 1993: 66, passim
Dumo	 Genitive-Noun	Ross 1980: 87
Duna	 Genitive-Noun	
Dutch	 Noun-Genitive	Shetter 1958: 50
Dyirbal	 Genitive-Noun	Dixon 1972: 291 
Edolo	 Genitive-Noun	Gossner 1994: 91
Efate (South)	 Noun-Genitive	Thieberger 2004: 135-137
Ega	 Genitive-Noun	Richard 1983: passim
Eipo	 Genitive-Noun	Heeschen 1998: 265, 268-269
Emberá (Northern)	 Genitive-Noun	Loewen 1958: 82, 113
Émérillon	 Genitive-Noun	Rose 2003b: 229
Engenni	 Noun-Genitive	Thomas 1978: 119
Enggano	 Noun-Genitive	Kähler 1940: 94
English	 No dominant order	
Epena Pedee	 Genitive-Noun	Harms 1994: 9, 13, 49, 50
Erromangan	 Noun-Genitive	Crowley 1998a: 161 
Ese Ejja	 Genitive-Noun	Shoemaker and Shoemaker 1967: 252-253
Esmeraldeño	 Noun-Genitive	Adelaar 2004: 155 
Estonian	 Genitive-Noun	Tauli 1983: 23; de Sivers 1969: 26, 260
Eudeve	 Genitive-Noun	Shaul 1991: 74
Evenki	 Genitive-Noun	Nedjalkov 1997: 82 
Ewe	 Genitive-Noun	Westermann 1930: 49; Ameka 1991: 158, 160ff; Warburton et al. 1968: viii 42
Ewondo	 Noun-Genitive	Redden 1979: 44
Fasu	 Genitive-Noun	Loeweke and May 1980: 34-35, 38
Fijian	 Noun-Genitive	Dixon 1988: 35, 112 
Finnish	 Genitive-Noun	Whitney 1973: 22; Sulkala and Karjalainen 1992: 95, 227
Folopa	 Genitive-Noun	
Fongbe	 Noun-Genitive	Lefebvre and Brousseau 2002: 5
Fore	 Genitive-Noun	Scott 1978: 89-91, 108
French	 Noun-Genitive	
Frisian	 No dominant order	Tiersma 1985: 54-55
Fulfulde (Adamawa)	 Noun-Genitive	Taylor 1953: 8; Stennes 1967: 198
Fulniô	 Genitive-Noun	Lapenda 1968: 155, 85
Fur	 Genitive-Noun	Beaton 1968: passim; Tucker and Bryan 1966: 228
Futuna-Aniwa	 Noun-Genitive	Capell 1958: passim; Dougherty 1983: 59-60
Fyem	 Noun-Genitive	Nettle 1998: 24
Gã	 Genitive-Noun	Ablorh-Odjidja 1968: 16
Ga'anda	 Noun-Genitive	Newman 1971: 105-105
Gadsup	 Genitive-Noun	Frantz 1973: 429
Gaelic (Scots)	 Noun-Genitive	Calder 1923: 4, 166, passim
Gamo	 Genitive-Noun	Taylor 1994: 57
Gapapaiwa	 Genitive-Noun	McGuckin 2002: 304
Garífuna	 Noun-Genitive	Taylor 1958: 37
Garo	 Genitive-Noun	Burling 1961: 68, 46
Garrwa	 Genitive-Noun	Furby and Furby 1977: passim
Gavião	 Genitive-Noun	Moore 1984: 34, 147
Gbaya (Southwest)	 Noun-Genitive	Tucker and Bryan 1966: 102
Gbeya Bossangoa	 Noun-Genitive	Samarin 1966: passim
Gela	 Noun-Genitive	Crowley 2002a: 530, 531
Georgian	 Genitive-Noun	Hewitt 1995: 535 
German	 Noun-Genitive	Lederer 1969: 605, 608
Goajiro	 Noun-Genitive	Ehrman 1972a: 32-33; Holmer 1949a: 112
Godoberi	 Genitive-Noun	Kibrik 1996: 150
Goemai	 Noun-Genitive	Hellwig 2003: 24
Gokana	 Noun-Genitive	
Golin	 Genitive-Noun	Bunn 1974: 79, 80
Gondi	 Genitive-Noun	Subrahmanyam 1968: 89; Lincoln 1969: 145, 149
Gooniyandi	 No dominant order	McGregor 1990: 252, 257, 266 
Great Andamanese	 Genitive-Noun	Radcliffe-Brown 1948: 504
Grebo	 Genitive-Noun	Innes 1966: 93
Greek (Modern)	 Noun-Genitive	Mackridge 1985: 64, passim
Greenlandic (West)	 Genitive-Noun	Schultz-Lorentzen 1945: 97; Fortescue 1984: 109
Guajajara	 Genitive-Noun	Bendor-Samuel 1972: 105, 107
Guaraní	 Genitive-Noun	Gregores and Suarez 1967: 124, passim
Guarijío	 Genitive-Noun	Miller 1996a: 254
Guató	 Noun-Genitive	Rodrigues 1999b: 190
Gude	 Noun-Genitive	Hoskison 1983: 63-65
Gula (in Central African Republic)	 Noun-Genitive	Nougayrol 1999: 90-91
Gumawana	 Genitive-Noun	Olson 1988: 7-8, 83, 71ff
Gumbaynggir	 No dominant order	Eades 1979: passim
Gumuz	 Noun-Genitive	Bender 1979: 52
Gungbe	 No dominant order	Hazoume 1979: 122-133
Gunin	 Genitive-Noun	McGregor 1993: 50
Gününa Küne	 No dominant order	Casamiquela 1983: 41
Gurung	 Genitive-Noun	Glover 1974: 96, passim
Guugu Yimidhirr	 No dominant order	Haviland 1979: 102, 104
Gwari	 Genitive-Noun	Hyman and Magaji 1970: 24
Gworok	 Noun-Genitive	Adwiraah 1989: 35-36
Gyarong (Cogtse)	 Genitive-Noun	Lin 1993: 351, passim
Haida	 Genitive-Noun	Enrico 2003: 657
Halia	 Noun-Genitive	Allen and Allen 1965: passim
Hanga Hundi	 Genitive-Noun	Wendel 1993: 119
Haruai	 Genitive-Noun	
Hatam	 Genitive-Noun	Reesink 1999: 80-81
Hausa	 Noun-Genitive	Kraft and Kraft 1973: 121; Newman 2000: passim 374; Kraft 1963: (Vol. 1) 27, 54-58; Migeod 1914: 45
Hawaiian	 Noun-Genitive	Elbert and Pukui 1979: passim 
Hayu	 Genitive-Noun	Michailovsky 1988: 164, 166
Hdi	 Noun-Genitive	Frajzyngier and Shay 2002: 53
Hebrew (Modern)	 Noun-Genitive	Glinert 1989: 24 
Heiltsuk	 Noun-Genitive	Rath 1981: 88
Hidatsa	 Genitive-Noun	Matthews 1965: 85, 86
Hiligaynon	 Noun-Genitive	Wolfenden 1975: 47
Hindi	 Genitive-Noun	McGregor 1977: 9, passim
Hixkaryana	 Genitive-Noun	Derbyshire 1985: 26; Derbyshire 1979: 45
Hmar	 Genitive-Noun	Dutta Baruah and Bapui 1996: 47
Hmong Njua	 Genitive-Noun	Lyman 1979: 28
Ho	 Genitive-Noun	Deeney 1975: 89
Err:509	 Genitive-Noun	Anonymous 6: passim
Hoava	 Noun-Genitive	Davis 2003: 97-107
Hopi	 Genitive-Noun	Kalectaca 1978: 46
Hua	 Genitive-Noun	Haiman 1980: 257 
Huastec	 Noun-Genitive	Edmonson 1988: 349, 515
Huave (San Mateo del Mar)	 Noun-Genitive	Stairs and Hollenbach 1981: 293
Huichol	 Genitive-Noun	Grimes 1964: passim
Huitoto (Murui)	 Genitive-Noun	Burtch and Wise 1968: 28
Hunde	 Noun-Genitive	Kahombo 1992: 102-103, 116-117
Hungarian	 Genitive-Noun	Benkö and Imre 1972: 132
Hunzib	 Genitive-Noun	van den Berg 1995: 42, passim 117-118
Hup	 Genitive-Noun	Epps 2008: 225
Hupa	 Genitive-Noun	Golla 1970: 296; Goddard 1911: 103
Iaai	 Noun-Genitive	Tryon 1968: 68-74
Iau	 Genitive-Noun	Bateman 1986: passim
Iban	 Noun-Genitive	Omar 1981: 187, 194, 201
Icelandic	 Noun-Genitive	Jonsson 1927: 20-21; Einarsson 1945: 117
Iduna	 Genitive-Noun	Huckett 1974: 93-94
Ifira-Mele	 No dominant order	Clark 2002: 685
Ifugao (Batad)	 Noun-Genitive	Newell 1993: passim
Ifumu	 Noun-Genitive	Makouta Mboukou 1977: 348-350
Igbo	 Noun-Genitive	Green and Igwe 1963: 20; Carrell 1970: 3
Ignaciano	 Noun-Genitive	Ott and Ott 1967b: 100, 102
Ijo (Kolokuma)	 Genitive-Noun	Williamson 1965: 68, 71 
Ik	 No dominant order	Serzisko 1989: 392; Tucker 1971: 352-353
Ika	 Genitive-Noun	Frank 1990: 4
Ila	 Noun-Genitive	Smith 1907: 234
Imonda	 Genitive-Noun	Seiler 1985: 63
Inanwatan	 Genitive-Noun	de Vries 1996: passim, 64
Indonesian	 Noun-Genitive	Macdonald 1976: 87 ; Sneddon 1996a: 144 ; Danusugondo 1975: passim
Ingessana	 Noun-Genitive	Bender 1989: 167
Ingush	 Genitive-Noun	Nichols 1994b
Iquito	 Genitive-Noun	Eastman and Eastman 1963: 174
Iranxe	 Genitive-Noun	Meader 1967: 64
Iraqw	 Noun-Genitive	Nordbustad 1988: 105; Whiteley 1958: 18, 63; Tucker and Bryan 1966: 590
Irarutu	 Genitive-Noun	Matsumura 1991a: 105
Irish	 Noun-Genitive	Ó Dochartaigh 1992: 54-55; Stenson 1981: 40
I'saka	 Noun-Genitive	Donohue and San Roque 2002: 51, 83
Italian	 Noun-Genitive	Sauer 1891: passim
Itelmen	 No dominant order	Volodin 1976: 168
Itonama	 No dominant order	Camp and Liccardi 1967: passim
Iwaidja	 Genitive-Noun	Capell 1962b: 161-162
Izere	 Noun-Genitive	Lukas and Willms 1961: 11
Izi	 Noun-Genitive	Meier et al. 1975: 169
Jabêm	 Genitive-Noun	Dempwolff 1939: 22
Jakaltek	 Noun-Genitive	Day 1973: 66, passim; Craig 1977: 119-120, 125
Jamsay	 Genitive-Noun	Heath 2008: 15, 234, 237
Japanese	 Genitive-Noun	Hinds 1986: 136; Shibatani 1990: 257 
Jaqaru	 Genitive-Noun	Hardman 1966: 114
Jebero	 Noun-Genitive	Bendor-Samuel 1961b: 46
Jeli	 Genitive-Noun	Tröbs 1998: 167-168
Jingpho	 Genitive-Noun	Hertz 1917: 8, 10
Jivaro	 Genitive-Noun	Beuchat and Rivet 1909: 817
Ju|'hoan	 Genitive-Noun	Snyman 1970: 11, 134, 180; Dickens 1992: 17
Jukun	 Noun-Genitive	Shimuzu 1980: 173; Welmers 1968b: 38
Jur Mödö	 Noun-Genitive	Persson and Persson 1991: 18-19
Kabardian	 Genitive-Noun	Colarusso 1989: 330-331
Kabatei	 Genitive-Noun	Stilo 2005: passim
Kabiyé	 Genitive-Noun	Lebikaza 1999: 395
Kabyle	 Noun-Genitive	Chaker 1983: 374
Kadazan	 Noun-Genitive	Antonissen 1958: 25
Kadiwéu	 No dominant order	Sandalo 1997: 54
Kadugli	 Noun-Genitive	Tucker and Bryan 1966: 311
Kaingang	 Genitive-Noun	Wiesemann 1972: 130-131
Kairiru	 Noun-Genitive	Wivell 1981: 47, 49
Kaki Ae	 Genitive-Noun	Clifton 1997: 31
Kalam	 Genitive-Noun	Pawley 1966: 60, 113-114, 116-117, 124-126
Kalispel	 Noun-Genitive	Vogt 1940: 78
Kalkatungu	 Genitive-Noun	Blake 1969: 65
Kalmyk	 Genitive-Noun	Street 1959: 67-68
Kaluli	 Genitive-Noun	Schieffelin and Feld 1998: xx
Kamaiurá	 Genitive-Noun	Seki 2000: 117, 299
Kamasau	 Genitive-Noun	Sanders and Sanders 1994: 6
Kamass	 Genitive-Noun	Künnap 1999b: passim
